url,manually_checked_api,active,error_type
http://aaacluballiance.pr-optout.com,,True,
http://aampo.mpo.opendata.arcgis.com,,True,
http://abertos.xunta.es,,True,
http://about.mdot.opendata.arcgis.com,,True,
http://actmapi.actgov.opendata.arcgis.com,,True,
http://aeroport.lu,,True,
http://agelopendatasite.agel.opendata.arcgis.com,,True,
http://ahlashkari.com,,True,
http://ambar.utpl.edu.ec,,True,
http://antiguamet.com,,True,
http://aperto.comune.torino.it,,True,
http://apidadosabertos.tce.rn.gov.br,,True,
http://appmapasocial.mprs.mp.br,,True,
http://arccr.arcdata.opendata.arcgis.com,,True,
http://arcgis.chbtk.opendata.arcgis.com,,True,
http://archives.enap.ca,,True,
http://archivo.ayto-arganda.es,,True,
http://arcopendata.com,,True,
http://ashtabulacounty.ashtabulacounty.opendata.arcgis.com,,True,
http://atlantic.esrica-atlantic.opendata.arcgis.com,,True,
http://atlanticfr.esrica-atlantic.opendata.arcgis.com,,True,
http://atlas.cynrm.opendata.arcgis.com,,True,
http://badalona.cat,,True,
http://bbs.gov.bd,,True,
http://bdlaws.minlaw.gov.bd,,True,
http://beta.adec.opendata.arcgis.com,,True,
http://beta.d3.opendata.arcgis.com,,True,
http://beta.sdi.opendata.arcgis.com,,True,
http://beta2.statssa.gov.za,,True,
http://bhas.ba,,True,
http://blogpatience.cfd,,True,
http://bostonopendata.boston.opendata.arcgis.com,,True,
http://bpm-conseil.com,,True,
http://bumigeb.bf,,True,
http://business.data.gov.uk,,True,
http://cali.priloo.univ-nantes.fr,,True,
http://camdencountynj.ccdpw.opendata.arcgis.com,,True,
http://capcog.assessoroffice.opendata.arcgis.com,,True,
http://capitale.esriquebec.opendata.arcgis.com,,True,
http://cas.gov.lb,,True,
http://catalog.azumao.opendata.arcgis.com,,True,
http://catalog.industrie.gov.tn,,True,
http://catalogue.hrm.opendata.arcgis.com,,True,
http://catastro.mef.gub.uy,,True,
http://cbs.gov.np,,True,
http://centraldedados.pt,,True,
http://ch.linkedin.com,,True,
http://chbtk.chbtk.opendata.arcgis.com,,True,
http://chulavista.cvgis.opendata.arcgis.com,,True,
http://city.tampa.opendata.arcgis.com,,True,
http://cityofredlandsopendata.coredlands.opendata.arcgis.com,,True,
http://cityofrifledata.cityofrifle.opendata.arcgis.com,,True,
http://cityscale.com.ua,,True,
http://ckan.acs.beniculturali.it,,True,
http://ckan.okfn.gr,,True,
http://ckan.project-hobbit.eu,,True,
http://ckan.qrowd.aksw.org,,True,
http://ckan.restore.ovi.cnr.it,,True,
http://ckan29.cbwaterhub.ca,,True,
http://clearwaterconnect.cityofclearwater.opendata.arcgis.com,,True,
http://climate.calcommons.org,,True,
http://co.yakima.wa.us,,True,
http://codgik.gov.pl,,True,
http://cohgis.mycity.opendata.arcgis.com,,True,
http://cohp.org,,True,
http://cola.gmu.edu,,True,
http://coloradodata.statesales.opendata.arcgis.com,,True,
http://concellolugo.esrism.opendata.arcgis.com,,True,
http://congress.gov.ph,,True,
http://contact.mdot.opendata.arcgis.com,,True,
http://countyassessordatasharingsite-2.assessoroffice.opendata.arcgis.com,,True,
http://crb.capitalregion.opendata.arcgis.com,,True,
http://dadesobertes.gencat.cat,,True,
http://dadesobertes.lapobladevallbona.es,,True,
http://dadesobertes.situam.opendata.arcgis.com,,True,
http://dados.mprs.mp.br,,True,
http://dados.natal.br,,True,
http://dados.prefeitura.sp.gov.br,,True,
http://dados.recife.pe.gov.br,,True,
http://data-1.cbcni.opendata.arcgis.com,,True,
http://data-1.hobartcc.opendata.arcgis.com,,True,
http://data-1.sussex.opendata.arcgis.com,,True,
http://data-dev.dentontxgis.opendata.arcgis.com,,True,
http://data.aakmef.opendata.arcgis.com,,True,
http://data.aarhusgis.opendata.arcgis.com,,True,
