url,api_software,number_of_datasets,number_of_supported_datasets,timestamp
https://data.campbelltown.nsw.gov.au,Opendatasoft,8,8,2023-08-10 21:38:39
https://data.cannes.com,Opendatasoft,149,149,2023-08-10 21:38:42
https://data.capatlantique.fr,Opendatasoft,122,122,2023-08-10 21:38:44
https://data.casey.vic.gov.au,Opendatasoft,136,136,2023-08-10 21:38:48
https://data.centrevaldeloire.fr,Opendatasoft,294,294,2023-08-10 21:38:52
https://data.chateauroux-metropole.fr,Opendatasoft,91,91,2023-08-10 21:38:54
https://data.combs-la-ville.fr,Opendatasoft,40,40,2023-08-10 21:38:57
https://data.corangamite.vic.gov.au,Opendatasoft,11,11,2023-08-10 21:39:00
https://data.coudray-montceaux.fr,Opendatasoft,11,11,2023-08-10 21:39:03
https://data.culture.gouv.fr,Opendatasoft,145,145,2023-08-10 21:39:06
https://data.culturecommunication.gouv.fr,Opendatasoft,145,145,2023-08-10 21:39:09
https://data.drees.solidarites-sante.gouv.fr,Opendatasoft,138,138,2023-08-10 21:39:12
https://data.dunkerque-agglo.fr,Opendatasoft,150,150,2023-08-10 21:39:16
https://data.economie.gouv.fr,Opendatasoft,440,440,2023-08-10 21:39:19
https://data.education.gouv.fr,Opendatasoft,115,115,2023-08-10 21:39:25
https://data.eindhoven.nl,Opendatasoft,114,114,2023-08-10 21:39:28
https://data.enedis.fr,Opendatasoft,75,75,2023-08-10 21:39:30
https://data.enseignementsup-recherche.gouv.fr,Opendatasoft,166,166,2023-08-10 21:39:34
https://data.erdf.fr,Opendatasoft,75,75,2023-08-10 21:39:38
https://data.etiolles.fr,Opendatasoft,77,77,2023-08-10 21:39:40
https://data.eurelien.fr,Opendatasoft,59,59,2023-08-10 21:39:43
https://data.explore.star.fr,Opendatasoft,45,45,2023-08-10 21:39:45
https://data.fairfieldcity.nsw.gov.au,Opendatasoft,4,4,2023-08-10 21:39:49
https://data.fleurysurorne.fr,Opendatasoft,128,128,2023-08-10 21:39:52
https://data.frankston.vic.gov.au,Opendatasoft,19,19,2023-08-10 21:39:56
https://data.gers.fr,Opendatasoft,69,69,2023-08-10 21:39:59
https://data.gouv.nc,Opendatasoft,421,421,2023-08-10 21:40:04
https://data.grandparissud.fr,Opendatasoft,301,301,2023-08-10 21:40:08
https://data.grandpoitiers.fr,Opendatasoft,238,238,2023-08-10 21:40:11
https://data.haute-garonne.fr,Opendatasoft,289,289,2023-08-10 21:40:14
https://data.hauts-de-france.education.gouv.fr,Opendatasoft,9,9,2023-08-10 21:40:17
https://data.hawkesbury.nsw.gov.au,Opendatasoft,2,2,2023-08-10 21:40:21
https://data.idelis.fr,Opendatasoft,18,18,2023-08-10 21:40:25
https://data.iledefrance-mobilites.fr,Opendatasoft,65,65,2023-08-10 21:40:27
https://data.iledefrance.fr,Opendatasoft,900,900,2023-08-10 21:40:32
https://data.issy.com,Opendatasoft,331,331,2023-08-10 21:40:35
https://data.jerseycitynj.gov,Opendatasoft,1256,1256,2023-08-10 21:40:40
https://data.lafibre64.fr,Opendatasoft,6,6,2023-08-10 21:40:42
